brand,model,os_version,network_type,user_isp_id,user_region_id,user_city_id,bandwidth_Mbps,user_uid,wifi_rssi,wifi_linkSpeed,wifi_hiddenSSID,wifi_frequency,wifi_rxLinkSpeedMbps,wifi_txLinkSpeedMbps,wifi_maxSupportedRxLinkSpeedMbps,wifi_maxSupportedTxLinkSpeedMbps,wifi_wifiStandard
vivo,V2048A,11,WIFI,China Unicom,jiangsusheng,nanjingshi,35.4,388e7d3ba491ebf44767c0f52f78837d,-61;-61;-61;-62;-62;-63;-63;-62;-62;-64;-64;-64;-64;-65;-65;-68;-68;-65;-65;-64,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2437,72;72;72;1;1;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,150,150,4
OnePlus,GM1900,11,WIFI,China Telecom,hebeisheng,cangzhoushi,39.5,251f11b3005696696414d438ac43837e,-58;-58;-58;-58,130;130;130;130,FALSE,2412,130;130;130;130,130;130;130;130,144,144,4
vivo,V2055A,11,WIFI,China Mobile,guangxizhuangzuzizhiqu,nanningshi,69.9,a39c0bea6a0a6095694e7fcd02450e7e,-43;-43;-43;-47,144;144;144;144,FALSE,2412,130;130;130;130,144;144;144;117,300,300,4
vivo,V2072A,11,WIFI,China Telecom,hebeisheng,langfangshi,57.5,9d6e0018c223c03a0961bab3e4a22939,-45;-45;-46;-46,72;72;72;72,FALSE,2412,72;72;72;72,72;72;72;72,72,72,4
OPPO,PDHM00,11,WIFI,China Telecom,liaoningsheng,panjinshi,7.4,b35801101cfc4266c91faa496ad29394,-31;-31;-31;-31,72;72;72;72,FALSE,2462,72;72;72;72,72;72;72;72,72,72,4
OPPO,PCLM50,11,WIFI,China Mobile,guizhousheng,zunyishi,99.2,93b4c5e29b6d18d0a37936d93aa0295c,-54;-54;-54;-54;-54;-54;-54;-55;-55;-55;-55;-55;-55;-56;-56;-56;-56;-56;-56;-58;-58;-58,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2462,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,300,300,4
OPPO,PCCM00,11,WIFI,China Telecom,guangdongsheng,dongguanshi,5.1,6a584da509d12a9876a852645180566b,-74;-74;-74;-74,104;104;104;104,FALSE,2437,39;39;39;39,52;52;52;52,300,300,4
OPPO,PCCM00,11,WIFI,China Telecom,guangdongsheng,dongguanshi,6.2,6a584da509d12a9876a852645180566b,-3;-3;-3;-3,144;144;144;144,FALSE,2412,117;117;117;117,144;144;144;144,300,300,4
vivo,V2046A,11,WIFI,China Mobile,jilinsheng,baishanshi,36.4,150b59bb47b85620f6f00f64335265f9,-37;-37;-37;-41,173;173;173;173,FALSE,2462,156;156;156;130,173;173;173;173,300,300,4
OPPO,PCHM30,11,WIFI,China Unicom,shanxisheng,xianshi,46.7,cf074e85bb714e0b5d080c7167192de6,-34;-34;-34;-34,72;72;72;72,FALSE,2437,72;72;72;72,72;72;72;72,72,72,4
vivo,V2055A,11,WIFI,China Telecom,anhuisheng,wuhushi,59.5,f7cc3c7a93fddee4b104ad938768ae8e,-55;-55;-55;-55,144;144;144;144,FALSE,2462,78;78;78;78,52;52;52;52,300,300,4
OPPO,PCRM00,11,WIFI,China Mobile,liaoningsheng,tielingshi,1.6,5564ccc28ca6f8147828e02267d9b2ae,-22;-22;-22;-22,72;72;72;72,FALSE,2442,72;72;72;72,72;72;72;72,72,72,4
vivo,V2073A,11,WIFI,China Unicom,jilinsheng,jilinshi,58.1,cbf2e7b44857f70b3ca0770bb875ed45,-52;-52;-53;-53,72;72;72;72,FALSE,2417,72;72;65;65,72;72;72;72,150,150,4
realme,RMX3366,11,WIFI,China Unicom,guangdongsheng,guangzhoushi,20.1,017e44196b11413985a02bcb3631c16c,-38;-38;-38;-38,400;400;400;400,FALSE,2437,400;400;400;400,400;400;400;400,300,300,4
OPPO,PCLM50,11,WIFI,China Telecom,guangdongsheng,guangzhoushi,25.5,a0827f1652003eba61b24f839bce482b,-67;-67;-67;-67,144;144;144;144,FALSE,2412,144;144;144;144,144;144;144;144,300,300,4
vivo,V1981A,11,WIFI,China Unicom,guangdongsheng,zhanjiangshi,9.1,65016d8bac1e781e2469d3eabbad213e,-62;-57;-57;-59,65;65;65;65,FALSE,2462,65;65;65;65,65;65;65;65,72,72,4
OPPO,PCAM00,11,WIFI,China Telecom,sichuansheng,leshanshi,1.4,bcec63803fd19e806ea4140a9c2c258a,-42;-42;-42;-42;-42;-42;-42;-43;-43;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44;-44,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2412,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72,72,4
vivo,V2121A,11,WIFI,China Unicom,beijingshi,beijingshi,20.5,fcabaf2d31fc86b57bb222b2130f5171,-65;-65;-65;-65;-64;-64;-64;-64;-64;-64;-63;-63;-63;-63;-63;-63;-65;-65;-65;-65;-65;-65,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2432,19;19;19;19;26;26;26;26;26;26;52;52;52;52;52;52;52;52;52;52;52;52,65;65;65;65;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72,72,4
vivo,V2055A,11,WIFI,China Telecom,hubeisheng,jingzhoushi,109.3,49d9ae97ff9061cb8c959fc0f8a9b580,-16;-16;-14;-14;-15,144;144;144;144;144,FALSE,2412,130;130;144;144;144,117;117;144;144;144,144,144,4
vivo,V2055A,11,WIFI,China Unicom,shandongsheng,weifangshi,40.5,2d3c7ec5e6e3d2335ed6b9f8e4bdc302,-40;-40;-41;-41,144;144;144;144,FALSE,2452,6;6;26;26,6;6;6;6,144,144,4
OnePlus,KB2000,11,WIFI,China Mobile,guangdongsheng,qingyuanshi,111.3,b83570140cb9690ced1f5474394c21f7,-24;-24;-24,300;300;300,FALSE,2412,300;300;300,300;300;300,300,300,4
OPPO,PEGM00,11,WIFI,China Mobile,hebeisheng,baodingshi,37.6,045bd7b1a1c3980fa6c54d7f31312280,-34;-34;-34;-34;-34,72;72;72;72;72,FALSE,2412,72;72;72;72;72,72;72;72;72;72,72,72,4
vivo,V2048A,11,WIFI,China Unicom,shanxisheng,taiyuanshi,9.3,3361c8c16898661429a9c1ad94edea5d,-63;-63;-63;-62;-62;-62;-62;-62;-62;-69;-69;-69;-69;-69;-69;-60;-60;-60;-60;-60;-60,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2462,1;1;1;39;39;39;39;39;39;6;6;6;6;6;6;6;6;6;6;6;6,52;52;52;26;26;26;26;26;26;26;26;26;26;26;26;19;19;19;19;19;19,150,150,4
OnePlus,ONEPLUS A6000,11,WIFI,China Unicom,hebeisheng,shijiazhuangshi,54.8,327f46243997c0ecd8ce0c9f1568104d,-58;-58;-58;-55,192;192;192;192,FALSE,2462,192;192;192;192,192;192;192;192,300,300,4
vivo,V2073A,11,WIFI,China Unicom,jilinsheng,jilinshi,46.2,697b1dfc7ebe88977d6925ac794d1cdb,-57;-57;-57;-54,72;72;72;72,FALSE,2442,72;72;72;72,52;52;52;72,150,150,4
realme,RMX3161,11,WIFI,China Telecom,guangxizhuangzuzizhiqu,nanningshi,38.9,d87679bf6c1b5ff986396901bf08e325,-51;-51;-51;-51;-51;-46;-46;-46;-46;-46;-46;-50;-50;-50;-50;-50;-50;-45;-45;-45;-45;-45,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2437,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,150,150,4
vivo,V1936AL,11,WIFI,China Telecom,jiangsusheng,wuxishi,41.9,46da1655581c1e40c58e6aa3707b6410,-64;-64;-64;-65,72;72;72;72,FALSE,2457,65;65;65;72,13;13;13;52,150,150,4
OnePlus,KB2000,11,WIFI,China Telecom,guangdongsheng,zhuhaishi,58.8,6c3dacfb9a966ab06a1f1d1541761616,-37;-37;-36;-36,144;144;144;144,FALSE,2427,144;144;144;144,144;144;144;144,144,144,4
OPPO,PDPM00,11,WIFI,China Mobile,hunansheng,zhuzhoushi,45.8,b796c899c5f385b6a743cc2649ab26c7,-32;-32;-31;-31,144;144;144;144,FALSE,2462,144;144;144;144,144;144;144;144,300,300,4
vivo,V2046A,11,WIFI,China Telecom,guangdongsheng,shenzhenshi,66.8,9cb6851a6bba42267f2a1ac8c9b598e1,-38;-40;-40;-43,117;117;117;144,FALSE,2412,144;144;144;144,117;117;117;144,300,300,4
OPPO,PEXM00,11,WIFI,China Mobile,heilongjiangsheng,heiheshi,55.6,a34a18af96184ec1f8350c4a9676f33f,-36;-36;-36;-36,72;72;72;72,FALSE,2417,72;72;72;72,72;72;72;72,72,72,4
vivo,V1916A,11,WIFI,China Telecom,zhejiangsheng,wenzhoushi,17.8,35c51aedea778c86fdbece22234ccb3e,-52;-53;-53;-54,72;72;72;72,FALSE,2472,104;104;104;58,72;72;72;72,144,144,4
OPPO,PDAM10,11,WIFI,China Mobile,shandongsheng,qingdaoshi,44.9,c3a96dbf2baf41d57671340c7667495d,-33;-33;-33;-33,72;72;72;72,FALSE,2457,72;72;72;72,72;72;72;72,72,72,4
vivo,V2118A,11,WIFI,China Mobile,shanxisheng,yangquanshi,18.7,1f45fd2701b5eb5a239119640e4a9e37,-70;-70;-70;-70;-69,144;144;144;144;144,FALSE,2452,78;78;78;78;78,39;39;39;39;52,144,144,4
vivo,V2055A,11,WIFI,China Mobile,zhejiangsheng,jinhuashi,109.9,9999f2b0d5ef8a0a37902c65f981247c,-55;-55;-48;-48,866;866;866;866,FALSE,5745,866;866;866;866,866;866;866;866,144,144,4
OPPO,PDPM00,11,WIFI,China Telecom,chongqingshi,chongqingshi,40.2,2e0ba280c54fb3fd7a1e9254aff51922,-39;-36;-36;-36,144;144;144;144,FALSE,2437,144;144;144;144,144;144;144;144,300,300,4
OPPO,PEUM00,11,WIFI,China Telecom,jiangxisheng,ganzhoushi,69.2,1443d4792ba09bd26504459b6d79d0d4,-45;-45;-45;-45,144;144;144;144,FALSE,2437,144;144;144;144,144;144;144;144,144,144,4
vivo,V2055A,11,WIFI,China Telecom,henansheng,zhengzhoushi,73.5,2389fc42dc8d568b02e3caea8827088f,-33;-33;-31;-31,144;144;144;144,FALSE,2462,144;144;144;144,144;144;144;144,300,300,4
OPPO,PCHM30,11,WIFI,China Mobile,liaoningsheng,shenyangshi,27.9,a6ca2c90d8b0ecbd9a579308f4db1a31,-27;-27;-27;-27,72;72;72;72,FALSE,2437,72;72;72;72,72;72;72;72,150,150,4
OPPO,PEHM00,11,WIFI,China Telecom,guangdongsheng,zhuhaishi,40.4,64fe8e86196fc894c5f3093f7be6889d,-34;-34;-35;-35,72;72;72;72,FALSE,2472,72;72;72;72,72;72;72;72,150,150,4
OPPO,PEGM10,11,WIFI,China Unicom,shandongsheng,ziboshi,4.3,dd127a9721c9aae5210bd84da573bcc1,-66;-66;-66;-66,72;72;72;72,FALSE,2462,72;72;72;72,72;72;72;72,150,150,4
vivo,V2048A,11,WIFI,China Telecom,henansheng,puyangshi,45.5,99307442dd51bd216bf3bcdebd4706dc,-32;-32;-32;-32,72;72;72;72,FALSE,2417,1;1;1;58,72;72;72;72,72,72,4
vivo,V2049A,11,WIFI,China Telecom,guangdongsheng,foshanshi,9.9,041212b6cbc22baf98c6cdc8f17ce0e2,-30;-30;-30;-31;-31,144;144;144;144;144,FALSE,2422,52;52;52;58;58,117;117;117;144;144,144,144,4
OPPO,PCCM00,11,WIFI,China Mobile,hubeisheng,wuhanshi,10.1,a2e6733d838cb38ceacd8a0beca92357,-21;-21;-21;-21;-21,72;72;72;72;72,FALSE,2462,72;72;72;72;72,58;58;58;58;58,72,72,4
vivo,V2068A,11,WIFI,China Mobile,zhejiangsheng,wenzhoushi,26.1,34d8c40f816bb7fdb7b877c82e6cad41,-43;-43;-43,72;72;72,FALSE,2457,72;72;72,72;72;72,72,72,4
realme,RMX1991,11,WIFI,China Mobile,guangdongsheng,zhongshanshi,17.4,9d0aa4e959165c272ffcf58d3e51697f,-61;-61;-61;-61,144;144;144;144,FALSE,2412,144;144;144;144,144;144;144;144,300,300,4
OPPO,PDEM30,12,WIFI,China Telecom,hunansheng,yueyangshi,87.5,b12af086582a47844ba3ef4c8daa985e,-50;-50;-50;-50,144;144;144;144,FALSE,2462,144;144;144;144,144;144;144;144,300,300,4
OPPO,PCHM30,11,WIFI,China Mobile,guangdongsheng,jiangmenshi,52,1b812508b979709dac3f9f186b14d0ed,-29;-29;-29;-29,96;96;96;96,FALSE,2412,96;96;96;96,96;96;96;96,150,150,4
vivo,V2118A,11,WIFI,China Telecom,shandongsheng,dezhoushi,55.5,f491bcf2598c9e723f8497ae722649b4,-53;-53;-53;-53,144;144;144;144,FALSE,2442,117;117;117;130,52;52;52;78,144,144,4
OPPO,PDNM00,11,WIFI,China Mobile,guangdongsheng,shantoushi,323.8,d33cd938d62a944813d10f5836b98fbf,-41;-41;-41,144;144;144,FALSE,2412,144;144;144,144;144;144,300,300,4
vivo,V2049A,11,WIFI,China Mobile,guangdongsheng,dongguanshi,92.4,c8dc19b4d1ef5c0c60e52fb071b021da,-59;-59;-62,144;144;144,FALSE,2432,117;117;144,78;78;117,144,144,4
vivo,V2133A,11,WIFI,China Telecom,shanxisheng,xianshi,47,a336bf8382725dfaad4275c98e2068fc,-46;-46;-46;-36,192;192;192;192,FALSE,2412,86;86;86;86,86;86;86;86,144,144,4
vivo,V1955A,11,WIFI,China Mobile,guangdongsheng,shenzhenshi,108,20a658c17184cecb2e6c4c5a0a7ca953,-14;-14;-14;-14,144;144;144;144,FALSE,2412,144;144;144;144,144;144;144;144,300,300,4
vivo,V2055A,11,WIFI,China Telecom,guangdongsheng,dongguanshi,6.2,0cac8597bf4052c002d1ff937c7308c3,-52;-52;-49;-49;-48;-48;-48;-48;-48;-48;-48;-48;-46;-46;-47;-47;-47;-47;-47;-47;-47;-47;-46,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2412,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72,72,4
OPPO,PEGM00,11,WIFI,China Unicom,henansheng,kaifengshi,53.4,09f4cab96a205cf427cfdb3e23bd4753,-29;-29;-29;-29,96;96;96;96,FALSE,2437,96;96;96;96,96;96;96;96,150,150,4
vivo,V1986A,11,WIFI,China Unicom,hubeisheng,jingzhoushi,78.8,5e1fa940fa2400ae830939cc357193e9,-36;-35;-35;-35;-35;-35,144;144;144;144;144;144,FALSE,2472,11;144;144;144;11;11,144;144;144;144;144;144,144,144,4
vivo,V1986A,11,WIFI,China Unicom,hubeisheng,jingzhoushi,69.9,5e1fa940fa2400ae830939cc357193e9,-32;-32;-33;-33,144;144;144;144,FALSE,2472,11;11;144;144,117;117;52;52,144,144,4
OPPO,PEEM00,11,WIFI,China Unicom,shanxisheng,weinanshi,28.5,30674858d0e47448b3c04fc67f5e0d34,-62;-62;-62;-62,130;130;130;130,FALSE,2452,130;130;130;130,130;130;130;130,300,300,4
OnePlus,LE2120,11,WIFI,China Telecom,guangdongsheng,zhaoqingshi,20.6,74f78057a2bbde4f9701b3e6a30203c3,-38;-38;-38;-38,300;300;300;300,FALSE,2437,300;300;300;300,300;300;300;300,300,300,4
vivo,V2136A,11,WIFI,China Unicom,sichuansheng,leshanshi,42,a96c42f9bcce68aa9df91a02511ac29e,-52;-50;-50;-50,144;144;144;144,FALSE,2412,117;117;117;104,144;144;144;144,300,300,4
OPPO,PEEM00,11,WIFI,China Mobile,henansheng,xuchangshi,85.4,651a75dc22ab1b2370f5d5a65137f263,-35;-35;-35;-38,144;144;144;144,FALSE,2412,144;144;144;144,144;144;144;144,144,144,4
OPPO,PCKM00,11,WIFI,China Mobile,henansheng,kaifengshi,99,583e976419cc7d3c9446a8185fa55762,-34;-34;-34;-34,144;144;144;144,FALSE,2427,144;144;144;144,144;144;144;144,144,144,4
OPPO,PDRM00,12,WIFI,China Unicom,sichuansheng,chengdushi,28.1,b0d2af0a22d5c41a0017c4b29df4decd,-63;-63;-63;-63,144;144;144;144,FALSE,2437,144;144;144;144,144;144;144;144,144,144,4
realme,RMX3161,11,WIFI,China Mobile,hubeisheng,huanggangshi,51.7,7eca9766363f72a69f7ba496154f6244,-24;-24;-24;-24,72;72;72;72,FALSE,2452,72;72;72;72,72;72;72;72,72,72,4
OPPO,PDEM30,11,WIFI,China Telecom,henansheng,zhengzhoushi,12.2,eebfdf8b702167fff4b449e7f3a410a2,-48;-50;-50;-50;-50;-50;-50;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51;-51,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,FALSE,2442,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72;72,72,72,4
vivo,V2133A,11,WIFI,China Mobile,xinjiangweiwuerzizhiqu,kelamayishi,21.9,36d74138444e143a43fc38cfaa7bfba0,-33;-33;-33;-33,144;144;144;144,FALSE,2437,130;130;130;130,130;130;130;130,300,300,4
vivo,V2156A,11,WIFI,China Unicom,guangxizhuangzuzizhiqu,nanningshi,16.4,2ad9ec9fdf9a2065c557b288655d72d5,-51;-51;-51;-44,72;72;72;72,FALSE,2462,52;52;52;58,65;65;65;65,150,150,4
OPPO,PDPM00,11,WIFI,China Unicom,liaoningsheng,fuxinshi,84.9,50db1e3e08f934ae165bae73dbdcc728,-49;-49;-49;-49,144;144;144;144,FALSE,2472,144;144;144;144,144;144;144;144,300,300,4
vivo,V2066A,11,WIFI,China Telecom,fujiansheng,xiamenshi,25.6,61cc637d8ba8a7ce00014835b89b8a49,-30;-30;-30;-32,72;72;72;72,FALSE,2472,1;1;1;72,65;65;65;65,150,150,4
OPPO,PCNM00,11,WIFI,China Unicom,guangdongsheng,dongguanshi,73.7,3503202df659f2872fa9f24881f69048,-46;-46;-46;-46,144;144;144;144,FALSE,2432,144;144;144;144,144;144;144;144,144,144,4
OPPO,PDPT00,11,WIFI,China Telecom,hubeisheng,yichangshi,54.3,0fd8c2d7ee154a4e3d42c94cad925ba3,-52;-52;-52;-52,144;144;144;144,FALSE,2412,144;144;144;144,144;144;144;144,300,300,4
vivo,V2072A,11,WIFI,China Telecom,shanxisheng,weinanshi,11.8,1f410af03f3af3eab31f86e671645b29,-55;-55;-55;-55,72;72;72;72,FALSE,2462,11;11;72;72,6;6;6;6,72,72,4
realme,RMX3461,11,WIFI,China Telecom,shanghaishi,shanghaishi,86.1,1d23daaa5586635d88b1547ba8665794,-43;-43;-43;-43,400;400;400;400,FALSE,2472,400;400;400;400,400;400;400;400,300,300,4
vivo,V2046A,11,WIFI,China Unicom,hubeisheng,xiangyangshi,102,b8a6d93b70db5365df8c3451521d7eae,-60;-60;-58;-58,144;144;144;144,FALSE,2462,144;144;130;130,144;144;144;144,300,300,4
OPPO,PDPM00,11,WIFI,China Unicom,heilongjiangsheng,shuangyashanshi,65.8,861d6eadc612ba3fad7732fdbf24bea9,-47;-47;-48;-48,192;192;192;192,FALSE,2437,192;192;192;192,192;192;192;192,300,300,4
vivo,V2068A,11,WIFI,China Mobile,henansheng,kaifengshi,0.6,cd68373bd0ecceab698523bfca86b8e5,-49;-49;-49;-49;-49,72;72;72;72;72,FALSE,2412,72;72;72;72;72,57;57;57;57;57,150,150,4
vivo,V2046A,11,WIFI,China Unicom,zhejiangsheng,hangzhoushi,83.7,da139fce437675d0fa7d2dda7ad230b7,-12;-12;-12,144;144;144,FALSE,2462,144;144;144,144;144;144,300,300,4
OPPO,PDPT00,11,WIFI,China Mobile,zhejiangsheng,hangzhoushi,7.5,cd5ba69479c665f036a43fcea17c8579,-38;-38;-38;-38;-38,144;144;144;144;144,FALSE,2472,144;144;144;144;144,144;144;144;144;144,300,300,4
vivo,V2046A,11,WIFI,China Unicom,henansheng,zhengzhoushi,88.5,04750eb7a37b587a33376191a57cb2d1,-41;-41;-43;-43,130;130;130;130,FALSE,2412,144;144;144;144,130;130;130;130,300,300,4
vivo,V2148A,11,WIFI,China Telecom,zhejiangsheng,hangzhoushi,56.2,f51a3a42aa8b7ecd696b74923584f08b,-24;-24;-24;-26,144;144;144;144,FALSE,2437,130;130;130;130,117;117;117;104,144,144,4
vivo,V1916A,11,WIFI,China Mobile,henansheng,zhengzhoushi,40.3,fcaa64f7e6a2024d44c9a8e31644bc74,-48;-48;-49;-49,144;144;144;144,FALSE,2437,72;72;72;72,26;26;58;58,300,300,4
OnePlus,GM1910,11,WIFI,China Unicom,tianjinshi,tianjinshi,111.5,0bf6e2e16a16814959c133951e0bbe0d,-32;-32;-32;-25,144;144;144;144,FALSE,2412,144;144;144;144,144;144;144;144,144,144,4
vivo,V2055A,11,WIFI,China Mobile,henansheng,pingdingshanshi,147.2,faf50d472f20a853286a210fd3bf07f5,-15;-15;-13;-13,192;192;192;192,FALSE,2437,173;173;173;173,192;192;192;192,300,300,4
OnePlus,KB2000,11,WIFI,China Telecom,beijingshi,beijingshi,11.6,db187b64eb27fc222e1c389ca7003300,-28;-28;-28;-27,72;72;72;72,FALSE,2462,72;72;72;72,72;72;72;72,72,72,4
OPPO,PEEM00,11,WIFI,China Unicom,shandongsheng,jinanshi,25.6,50ba5e9712f13d24bdcae680397ded05,-28;-28;-28;-28;-28,144;144;144;144;144,FALSE,2462,144;144;144;144;144,144;144;144;144;144,300,300,4
OPPO,PEHT00,11,WIFI,China Mobile,jiangsusheng,nanjingshi,38.2,1106888e380ce760e214ed6ea1c5be8d,-43;-43;-43;-43,72;72;72;72,FALSE,2437,72;72;72;72,72;72;72;72,72,72,4
OPPO,PCHM10,11,WIFI,China Unicom,hebeisheng,cangzhoushi,57.9,999a061b2607b4c82f56a428cf5408a5,-35;-35;-35;-35,72;72;72;72,FALSE,2447,72;72;72;72,72;72;72;72,150,150,4
vivo,V2055A,11,WIFI,China Telecom,guangxizhuangzuzizhiqu,guilinshi,63.7,aac8f551f6613807e6f5e01a8d410f48,-65;-65;-64;-64;-64;-64;-62;-62;-60;-60;-61;-61;-59;-59;-57;-57;-56;-56;-57;-57;-58;-58,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2437,78;78;104;104;104;104;104;104;104;104;78;78;52;52;78;78;78;78;78;78;78;78,39;39;52;52;39;39;39;39;52;52;39;39;39;39;52;52;52;52;65;65;39;39,144,144,4
OnePlus,LE2110,11,WIFI,China Unicom,jiangxisheng,nanchangshi,3.8,f39bc42d45d50bf5e2dc3022d03bb375,-59;-59;-56;-56,144;144;144;144,FALSE,2437,144;144;144;144,144;144;144;144,144,144,4
vivo,V2046A,11,WIFI,China Unicom,henansheng,xinyangshi,78.5,c8c908c50c98b9d51ceece4088e580f4,-26;-26;-27;-27,144;144;144;144,FALSE,2437,130;130;144;144,144;144;144;144,144,144,4
OPPO,PDRM00,11,WIFI,China Mobile,shandongsheng,jinanshi,92.6,3187e90ef280705f1f6d5f96cb917c69,-26;-26;-26;-26,144;144;144;144,FALSE,2432,144;144;144;144,144;144;144;144,144,144,4
vivo,V2073A,11,WIFI,China Mobile,henansheng,puyangshi,59.2,08275ab8ae150a4c2d725ba06e887e3b,-46;-46;-46;-46,72;72;72;72,FALSE,2432,19;19;19;19,58;58;58;58,72,72,4
realme,RMX3161,11,WIFI,China Mobile,jilinsheng,baishanshi,24.5,d548391e7025709ba44631ff5b8ee6bd,-28;-28;-28;-28,72;72;72;72,FALSE,2462,72;72;72;72,72;72;72;72,72,72,4
OPPO,PDPM00,11,WIFI,China Telecom,hainansheng,haikoushi,359.5,3aa61bd9d40ec8eef0257086a261e0e2,-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49;-49,173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173,FALSE,2437,173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173,173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173;173,144,144,4
realme,RMX3142,11,WIFI,China Mobile,henansheng,xuchangshi,19,dc37c4b1cf19d746f57b0bb3d858166a,-30;-30;-30;-30,72;72;72;72,FALSE,2462,72;72;72;72,72;72;72;72,150,150,4
OPPO,PCAM00,11,WIFI,China Unicom,hunansheng,loudishi,73.8,ea69d52861e363189b14981c176eeab9,-21;-21;-21;-21,144;144;144;144,FALSE,2437,144;144;144;144,144;144;144;144,300,300,4
vivo,V1922A,11,WIFI,China Unicom,shanxisheng,linfenshi,106.7,71ad36ba06361d65c9eb7560c8a02734,-57;-57;-57;-57,14;14;14;14,FALSE,2437,65;65;72;72,13;13;39;39,300,300,4
OPPO,PCHM30,11,WIFI,China Telecom,shandongsheng,dongyingshi,28.2,ee12a8994ab84badf178960154c4c3ef,-55;-55;-55;-55,72;72;72;72,FALSE,2472,72;72;72;72,72;72;72;72,72,72,4
vivo,V2080A,11,WIFI,China Unicom,sichuansheng,leshanshi,17.7,da8f7800c392ba087e4eabcaba66e408,-35;-35;-35;-35;-35,72;72;72;72;72,FALSE,2432,72;72;72;72;72,72;72;72;72;72,150,150,4
vivo,V2072A,11,WIFI,China Mobile,beijingshi,beijingshi,35,8c86a0d42b7fa2e7665efa4752ba20a0,-44;-44;-47;-47,72;72;72;72,FALSE,2442,26;26;26;26,72;72;72;72,72,72,4
OPPO,PDRM00,11,WIFI,China Telecom,guangdongsheng,guangzhoushi,85.6,8122747910d19b8d7ba4131f302e697e,-37;-37;-37;-37,144;144;144;144,FALSE,2472,144;144;144;144,144;144;144;144,300,300,4
OPPO,PEGM10,11,WIFI,China Mobile,guangdongsheng,shenzhenshi,519.1,07478f7092b815ed3407757fa874713d,-27;-27;-27;-27,72;72;72;72,FALSE,2412,72;72;72;72,72;72;72;72,150,150,4
OPPO,PEDM00,11,WIFI,China Unicom,shandongsheng,qingdaoshi,7.2,2d9b238b72acb47d1ac142bd633c19fb,-58;-58;-58;-58;-58;-60;-60;-60;-60;-60;-60;-63;-63;-63;-63;-63;-63;-53;-53;-53;-53,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,FALSE,2412,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144;144,300,300,4
OPPO,PCNM00,11,WIFI,China Mobile,sichuansheng,guanganshi,60.5,526cca3619e8a38bef26ae7c99f20bf8,-62;-62;-62;-62,144;144;144;144,FALSE,2412,144;144;144;144,144;144;144;144,144,144,4
OPPO,PENM00,11,WIFI,China Unicom,shandongsheng,weifangshi,84.4,1358471c98b8a0503c4ac9d197c283e0,-20;-20;-20;-20,144;144;144;144,FALSE,2442,144;144;144;144,144;144;144;144,144,144,4
vivo,V1922A,11,WIFI,China Unicom,hebeisheng,tangshanshi,16.2,998a9bdfb11b25b8e6d209457ff94328,-71;-71;-71;-71,144;144;144;144,FALSE,2447,52;52;52;52,78;78;78;78,144,144,4
